,DIVERSIDADE (DI),DI RELATIVO,FRAC Its,VELOC FOBJ,VELOC X,NP,Fo,CRo,fmin,fmax,AD_fmin,AD_fmax,F,CR
44,0.048837365932092106,0.02721726926424601,1.0,2.0,1.0,100.0,0.02642331346547269,0.19590657773674186,8.317645009489189e-14,1.0741621286612672e-10,3.0667167289619986e-12,4.5158184701536344e-11,0.2566956839878713,0.4383158800942741
45,73.76024034943643,1.2753437326138144,0.2,1.0,2.0,100.0,0.8138485574264878,0.7302556021482179,19.02334745495861,20.957491109205378,0.9967155185164428,0.9990259745166236,0.6467629502210859,0.4174731397578705
46,71.42790176556129,1.2350166759070198,0.3,1.0,2.0,100.0,0.6467629502210859,0.4174731397578705,17.704147126166326,20.540311529797773,0.9275969029387976,0.9791393748423404,0.18382885041984925,0.4513237713347011
47,29.76352214439753,0.5146230712853135,0.4,1.0,2.0,100.0,0.18382885041984925,0.4513237713347011,13.218680229755519,20.10894224846473,0.6925838762341257,0.9585763640117646,0.3209318524902809,0.972018116086636
48,15.854980447136171,0.2741388836068806,0.5,1.0,2.0,100.0,0.3209318524902809,0.972018116086636,8.496840598255192,19.920844686682532,0.44518625876404216,0.9496099114443044,0.2881070693852524,0.4077644331236331
49,12.77112362557066,0.22081777929608126,0.6,1.0,2.0,100.0,0.2881070693852524,0.4077644331236331,7.654664772796278,19.920844686682532,0.4010610217865988,0.9496099114443044,0.7419372303296256,0.20040199893609845
50,2.6546143250652747,0.045899331752987126,0.7,2.0,2.0,100.0,0.7419372303296256,0.20040199893609845,2.5771058022769933,6.449391287242572,0.13502572836195068,0.30743705829112616,0.008619902862623374,0.6950693929309334
51,0.9508644374513726,0.016440822252258756,0.8,2.0,2.0,100.0,0.008619902862623374,0.6950693929309334,1.2684768605775862,3.3283187490824315,0.06646099351390149,0.15865815542889658,0.26097485533416626,0.8074987372254666
52,0.2269191666724129,0.003923522153054137,0.9,2.0,2.0,100.0,0.26097485533416626,0.8074987372254666,0.19304241922322565,1.0094537570187438,0.01011432795554564,0.04811981157859856,0.2352537082359331,0.777603078546942
53,0.16160481009609515,0.0027942110917738546,1.0,1.0,1.0,100.0,0.2352537082359331,0.777603078546942,0.13655568857738176,0.6830196347363686,0.007154743625906773,0.032558971522443886,0.7254096168410427,0.33691384502400823
